Code_commune_INSEE;Nom_commune;Code_postal
72311;ST PIERRE DE CHEVILLE;72500
64187;CHARRITTE DE BAS;64130
72312;ST PIERRE DES BOIS;72430
64188;CHERAUTE;64130
72321;ST SYMPHORIEN;72240
64196;CROUSEILLES;64350
72331;SCEAUX SUR HUISNE;72160
64200;DOAZON;64370
72340;SOULIGNE SOUS BALLON;72290
64203;DOUMY;64450
72341;SOULITRE;72370
64205;ESCOS;64270
72348;TASSILLE;72540
64216;ESPOEY;64420
72374;VILLAINES LA CARELLE;72600
64223;ETSAUT;64490
72376;VILLAINES SOUS LUCE;72150
64230;GAN;64290
72377;VILLAINES SOUS MALICORNE;72270
64236;GAYON;64350
72380;VIVOIN;72170
64237;GELOS;64110
72383;VOUVRAY SUR HUISNE;72160
64259;HELETTE;64640
73006;AIME LA PLAGNE;73210
64263;L HOPITAL D ORION;64270
73010;ENTRELACS;73410
64269;IDRON;64320
73019;ARGENTINE;73220
64275;ISPOURE;64220
73029;BARBERAZ;73000
64279;ITXASSOU;64250
73031;BASSENS;73000
64280;IZESTE;64260
64282;JATXOU;64480
64283;JAXU;64220
64291;LABASTIDE VILLEFRANCHE;64270
64293;LABATUT;64460
64294;LABETS BISCAY;64120
64295;LABEYRIE;64300
64297;LACARRE;64220
64298;LACARRY ARHAN CHARRITTE DE HAUT;64470
64299;LACOMMANDE;64360
64300;LACQ;64170
64300;LACQ;64170
64301;LAGOR;64150
64302;LAGOS;64800
64305;LAHONTAN;64270
64309;LAMAYOU;64460
64310;LANNE EN BARETOUS;64570
64317;LARRESSORE;64480
64331;LEMBEYE;64350
64335;LESCAR;64230
64344;LIVRON;64530
64352;LOURENTIES;64420
64355;LOUVIGNY;64410
64358;LUCGARIER;64420
64360;LURBE ST CHRISTAU;64660
64381;MERITEIN;64190
64382;MESPLEDE;64370
64396;MONT;64300
64400;MONTAUT;64800
64403;MONTFORT;64190
64408;MOUHOUS;64330
64412;NABAS;64190
64414;NARP;64190
64417;NAY;64800
64425;OREGUE;64120
64433;OSSE EN ASPE;64490
64438;OUILLON;64160
64443;PARDIES;64150
64450;POMPS;64370
64451;PONSON DEBAT POUTS;64460
64471;ST BOES;64300
64483;ST JEAN DE LUZ;64500
64490;ST MARTIN D ARROSSA;64780
64490;ST MARTIN D ARROSSA;64780
64493;ST PALAIS;64120
64494;ST PE DE LEREN;64270
64498;ST VINCENT;64800
64500;SALLES MONGISCARD;64300
64506;SARRANCE;64490
64507;SAUBOLE;64420
64508;SAUCEDE;64400
64511;SAUVAGNON;64230
64517;SEMEACQ BLACHON;64350
64526;SOUMOULOU;64420
64527;SOURAIDE;64250
64535;TARSACQ;64360
64537;TROIS VILLES;64470
64544;UROST;64160
64545;URRUGNE;64122
64547;USTARITZ;64480
64549;UZEIN;64230
64550;UZOS;64110
64551;VERDETS;64400
64554;VIELLENAVE D ARTHEZ;64170
65007;ANDREST;65390
65011;LES ANGLES;65100
65016;ANTIST;65200
65019;ARCIZAC ADOUR;65360
65021;ARCIZANS AVANT;65400
65023;ARDENGOST;65240
65026;ARIES ESPENAN;65230
65033;ARRODETS EZ ANGLES;65100
65036;ARTALENS SOUIN;65400
65041;ASQUE;65130
65043;ASTUGUE;65200
65048;AURENSAN;65390
65053;AVEUX;65370
65058;AZET;65170
65061;BARBACHEN;65140
65065;BARLEST;65100
65071;BATSERE;65130
65081;BENQUE MOLERE;65130
65088;BETBEZE;65230
65097;BONREPOS;65330
65105;BOURG DE BIGORRE;65130
65109;BRAMEVAQUE;65370
65113;BURG;65190
65115;CABANAC;65350
68344;URBES;68121
65123;CAMPAN;65710
68352;VOLGELSHEIM;68600
65123;CAMPAN;65710
68353;WAHLBACH;68130
65134;CASTERETS;65230
68357;WALTENHEIM;68510
65135;CASTILLON;65130
68371;WILLER;68960
65139;CAZARILH;65370
68381;WUENHEIM;68500
73048;BONVILLARD;73460
65141;CAZAUX FRECHET ANERAN CAMORS;65240
69001;AFFOUX;69170
73050;BOURDEAU;73370
65141;CAZAUX FRECHET ANERAN CAMORS;65240
69004;ALIX;69380
73054;BOURG ST MAURICE;73700
65149;CLARAC;65190
69005;AMBERIEUX;69480
73061;CESARCHES;73200
65166;ESPECHE;65130
69006;AMPLEPUIS;69550
73068;CHAMOUSSET;73390
65173;ESTERRE;65120
69019;BELLEVILLE EN BEAUJOLAIS;69220
73070;CHAMPAGNEUX;73240
65180;FRECHET AURE;65240
69021;BESSENAY;69690
73076;LA CHAPELLE DU MONT DU CHAT;73370
69024;VAL D OINGT;69620
73077;LES CHAPELLES;73700
69031;BRUSSIEU;69690
73083;LES CHAVANNES EN MAURIENNE;73660
69034;CALUIRE ET CUIRE;69300
73087;COGNIN;73160
69036;CERCIE;69220
73091;CONJUX;73310
69057;CHEVINAY;69210
73099;DETRIER;73110
69060;CLAVEISOLLES;69870
73120;FRETERIVE;73250
69065;CORCELLES EN BEAUJOLAIS;69220
73130;GRIGNON;73200
69076;DOMMARTIN;69380
73135;LA TOUR EN MAURIENNE;73300
69078;DUERNE;69850
73141;LAISSAUD;73800
69080;ECHALAS;69700
73154;MERCURY;73200
69092;GLEIZE;69400
73162;MONTAILLEUR;73460
69094;GREZIEU LA VARENNE;69290
73170;MONTHION;73200
69096;GRIGNY;69520
73173;MONTRICHER ALBANNE;73870
69102;JOUX;69170
73178;LA MOTTE EN BAUGES;73340
69103;JULIENAS;69840
73180;MOTZ;73310
69107;LAMURE SUR AZERGUES;69870
73187;LA LECHERE;73260
69109;LANTIGNIE;69430
73187;LA LECHERE;73260
69110;LARAJASSE;69590
73189;NOTRE DAME DU CRUET;73130
69111;LEGNY;69620
73206;PRALOGNAN LA VANOISE;73710
69113;LETRA;69620
73212;VAL D ARC;73220
69121;LOZANNE;69380
73212;VAL D ARC;73220
69131;MESSIMY;69510
73216;ROGNAIX;73730
69132;MEYS;69610
73222;ST ALBAN LEYSSE;73230
69135;DEUX GROSNES;69860
73223;ST ANDRE;73500
69138;MONTROMANT;69610
73224;ST AVRE;73130
69148;ORLIENAS;69530
73227;COURCHEVEL;73120
69157;VINDRY SUR TURDINE;69490
73230;ST COLOMBAN DES VILLARDS;73130
69159;PORTE DES PIERRES DOREES;69400
73235;ST FRANCOIS LONGCHAMP;73130
69163;QUINCIEUX;69650
73236;ST GENIX LES VILLAGES;73240
69164;RANCHAL;69470
73237;ST GEORGES D HURTIERES;73220
69166;RIVERIE;69440
73243;ST JEAN D ARVEY;73230
69167;RIVOLET;69640
73247;ST JEAN DE LA PORTE;73250
69172;SALLES ARBUISSONNAS EN BEAUJOLAIS;69460
73250;ST JULIEN MONT DENIS;73870
69175;SAVIGNY;69210
73257;LES BELLEVILLE;73600
69178;SOUZY;69610
73259;ST MARTIN SUR LA CHAMBRE;73130
69179;BEAUVALLON;69700
73265;ST OURS;73410
69184;STE CATHERINE;69440
73278;ST REMY DE MAURIENNE;73660
69190;STE CONSORCE;69280
73283;ST VITAL;73460
69191;ST CYR AU MONT D OR;69450
73284;SALINS FONTAINE;73600
69198;ST ETIENNE LA VARENNE;69460
73288;SONNAZ;73000
69202;STE FOY LES LYON;69110
73289;LA TABLE;73110
69205;ST GENIS LES OLLIERES;69290
73290;VAL CENIS;73480
69208;ST GERMAIN NUELLES;69210
73290;VAL CENIS;73500
69209;ST IGNY DE VERS;69790
73290;VAL CENIS;73500
69214;ST JEAN LA BUSSIERE;69550
73297;TOURNON;73460
69218;ST LAGER;69220
73299;TRAIZE;73170
69219;ST LAURENT D AGNY;69440
73308;VENTHON;73200
69230;STE PAULE;69620
73309;VEREL DE MONTBEL;73330
69235;ST ROMAIN EN GAL;69560
73311;LE VERNEIL;73110
69238;ST SYMPHORIEN SUR COISE;69590
73318;VILLAREMBERT;73300
69243;TARARE;69170
73327;VIONS;73310
69245;TERNAND;69620
74003;ALEX;74290
69257;VAUX EN BEAUJOLAIS;69460
74025;BALLAISON;74140
69263;VILLECHENEVE;69770
74026;LA BALME DE SILLINGY;74330
69264;VILLEFRANCHE SUR SAONE;69400
74037;BOEGE;74420
69265;VILLE SUR JARNIOUX;69640
74040;BONNE;74380
69267;VILLIE MORGON;69910
74049;BRIZON;74130
69271;CHASSIEU;69680
74060;LA CHAPELLE ST MAURICE;74410
69273;CORBAS;69960
74062;CHARVONNEX;74370
69277;GENAS;69740
74081;CLUSES;74300
69278;GENAY;69730
74083;COMBLOUX;74920
69279;JONAGE;69330
74091;LA COTE D ARBROZ;74110
69282;MEYZIEU;69330
74094;CRANVES SALES;74380
69295;SIMANDRES;69360
74099;DEMI QUARTIER;74120
69299;COLOMBIER SAUGNIEU;69124
74100;DESINGY;74270
69299;COLOMBIER SAUGNIEU;69124
74103;DOMANCY;74700
69299;COLOMBIER SAUGNIEU;69125
74123;FAVERGES SEYTHENEX;74210
69382;LYON 02;69002
74134;LES GETS;74260
69383;LYON 03;69003
74135;GIEZ;74210
70019;ANDELARRE;70000
74137;GROISY;74570
70025;ARBECEY;70120
74144;JONZIER EPAGNY;74520
70027;ARGILLIERES;70600
74167;VAL DE CHAISE;74210
70029;ARPENANS;70200
74167;VAL DE CHAISE;74210
70036;AULX LES CROMARY;70190
74184;MINZIER;74270
70037;AUTET;70180
74185;MONNETIER MORNEX;74560
70038;AUTHOISON;70190
74186;MONTAGNY LES LANCHES;74600
70040;AUTREY LES CERRE;70110
74191;MORZINE;74110
70042;AUTREY LE VAY;70110
74194;MURES;74540
70044;AUXON;70000
74195;MUSIEGES;74270
70047;BAIGNES;70000
74203;NOVEL;74500
70052;BASSIGNEY;70800
74209;PEILLONNEX;74250
70055;BAUDONCOURT;70300
74212;GLIERES VAL DE BORNE;74130
70058;BEAUJEU ST VALLIER PIERREJUX QUITTEUR;70100
74212;GLIERES VAL DE BORNE;74130
70071;BEULOTTE ST LAURENT;70310
74213;POISY;74330
70072;BEVEUGE;70110
74233;ST FELIX;74540
70077;BOREY;70110
74238;ST JEAN D AULPS;74430
70078;BOUGEY;70500
74240;ST JEAN DE THOLOME;74250
70079;BOUGNON;70170
74252;ST SIGISMOND;74300
70081;BOUHANS LES LURE;70200
74256;SALLANCHES;74700
70083;BOULIGNEY;70800
74264;SCIONZIER;74950
70086;BOURBEVELLE;70500
74273;SIXT FER A CHEVAL;74740
70087;BOURGUIGNON LES CONFLANS;70800
74276;TANINGES;74440
70089;BOURGUIGNON LES MOREY;70120
74283;THUSY;74150
70091;BOUSSERAUCOURT;70500
74284;LA TOUR;74250
70097;BRIAUCOURT;70800
74289;VALLIERES SUR FIER;74150
70101;BROYE AUBIGNEY MONTSEUGNY;70140
74289;VALLIERES SUR FIER;74150
70114;CENDRECOURT;70500
74294;VERCHAIX;74440
70116;CHAGEY;70400
74301;VILLARD;74420
70117;CHALONVILLARS;70400
74303;VILLAZ;74370
70120;CHAMPAGNEY;70290
74306;VILLY LE BOUVERET;74350
70122;CHAMPLITTE;70600
75104;PARIS 04;75004
70133;CHARGEY LES PORT;70170
75107;PARIS 07;75007
70134;CHARIEZ;70000
75111;PARIS 11;75011
70137;CHASSEY LES MONTBOZON;70230
75115;PARIS 15;75015
70138;CHASSEY LES SCEY;70360
75116;PARIS 16;75116
70142;CHAUMERCENNE;70140
75120;PARIS 20;75020
70144;CHAUVIREY LE VIEIL;70500
76001;ALLOUVILLE BELLEFOSSE;76190
70145;CHAUX LA LOTIERE;70190
76006;AMFREVILLE LES CHAMPS;76560
70152;CHOYE;70700
76019;ANNEVILLE SUR SCIE;76590
70154;CIREY;70190
76029;AUBERMESNIL AUX ERABLES;76340
70166;COMBERJON;70000
76039;LES AUTHIEUX SUR LE PORT ST OUEN;76520
65183;GALAN;65330
70168;CONFLANS SUR LANTERNE;70800
76041;LES HAUTS DE CAUX;76190
65184;GALEZ;65330
70174;CORDONNET;70190
76049;AVESNES EN VAL;76630
65187;GAUSSAN;65670
70181;COURCUIRE;70150
76065;BEAUSSAULT;76870
65192;GAVARNIE GEDRE;65120
70185;CRESANCEY;70100
76067;BEAUVOIR EN LYONS;76220
65196;GENSAC;65140
70187;CREVANS ET LA CHAPELLE LES GRANGES;70400
76068;BEC DE MORTAGNE;76110
65197;GER;65100
70192;CUGNEY;70700
76070;BELLENCOMBRE;76680
65201;GEU;65100
70195;DAMBENOIT LES COLOMBE;70200
76074;LA BELLIERE;76440
65204;GONEZ;65350
70197;DAMPIERRE SUR LINOTTE;70230
76075;BELMESNIL;76590
65213;GUIZERIX;65230
70202;DEMANGEVELLE;70210
76086;BERTRIMONT;76890
65218;HECHES;65250
70210;ECROMAGNY;70270
76105;LE BOCASSE;76690
65237;JUNCALAS;65100
70226;FALLON;70110
76106;BOIS D ENNEBOURG;76160
65241;LABORDE;65130
70227;FAUCOGNEY ET LA MER;70310
76116;BOOS;76520
65244;LAGARDE;65320
70228;FAVERNEY;70160
76122;CALLENGEVILLE;76270
65249;LALANNE;65230
70233;LES FESSEY;70310
76126;BOSC MESNIL;76680
65270;LESPOUEY;65190
70234;FILAIN;70230
76128;BOSVILLE;76450
65276;LIZOS;65350
70252;FRAMONT;70600
76132;BOURDAINVILLE;76760
65293;LUSTAR;65220
70253;FRASNE LE CHATEAU;70700
76134;BOURVILLE;76740
65298;MARQUERIE;65350
70254;FREDERIC FONTAINE;70200
76146;BUCHY;76750
65299;MARSAC;65500
70257;FRETIGNEY ET VELLOREILLE;70130
76146;BUCHY;76750
65307;MAZERES DE NESTE;65150
70258;FROIDECONCHE;70300
76157;CANTELEU;76380
65310;MERILHEU;65200
70259;FROIDETERRE;70200
76159;CANY BARVILLE;76450
65311;MINGOT;65140
70262;GENEVREUILLE;70240
76163;CATENAY;76116
65314;MONFAUCON;65140
70268;GEZIER ET FONTENELAY;70700
76164;RIVES EN SEINE;76490
65323;MONTSERIE;65150
70271;GOUHENANS;70110
76164;RIVES EN SEINE;76490
65329;NISTOS;65150
70272;GOURGEON;70120
76180;CLEUVILLE;76450
65338;ORIGNAC;65200
70275;GRANDVELLE ET LE PERRENOT;70190
76192;CRIEL SUR MER;76910
65339;ORINCLES;65380
70277;GRANGES LE BOURG;70400
76202;CROIXDALLE;76660
65341;OROIX;65320
70285;HERICOURT;70400
76204;CROPUS;76720
65343;OSSEN;65100
70285;HERICOURT;70400
76205;CROSVILLE SUR SCIE;76590
65351;OUSTE;65100
70286;HUGIER;70150
76206;CUVERVILLE;76280
65356;PERE;65130
70306;LOMONT;70200
76220;DOUVREND;76630
65360;PEYROUSE;65270
70312;LUZE;70400
76225;ECRETTEVILLE LES BAONS;76190
65363;PINAS;65300
70316;LE MAGNORAY;70000
76230;ELBEUF SUR ANDELLE;76780
65374;PUYDARRIEUX;65220
70320;MAGNY LES JUSSEY;70500
76241;ERMENOUVILLE;76740
65375;RABASTENS DE BIGORRE;65140
70322;MAILLERONCOURT CHARETTE;70240
76251;ETALLEVILLE;76560
65376;RECURT;65330
70327;MALANS;70140
76258;TERRES DE CAUX;76640
65377;REJAUMONT;65300
70332;MARAST;70110
76258;TERRES DE CAUX;76640
65382;SACOUE;65370
70338;MELINCOURT;70210
76258;TERRES DE CAUX;76640
65383;SADOURNIN;65220
70339;MELISEY;70270
76264;FLAMANVILLE;76970
65385;ST ARROMAN;65250
70356;MONTBOILLON;70700
76266;FLOCQUES;76260
65390;ST LEZER;65500
70368;MONTOT;70180
76269;FONTAINE EN BRAY;76440
65391;STE MARIE;65370
70369;MONT ST LEGER;70120
76273;FONTAINE SOUS PREAUX;76160
65396;ST SAVIN;65400
70374;MOTEY BESUCHE;70140
76282;FRENEUSE;76410
65399;SALIGOS;65120
70384;NEUVELLE LES LA CHARITE;70130
76290;FRICHEMESNIL;76690
65401;SALLES ADOUR;65360
70388;NOIDANS LES VESOUL;70000
76298;GANZEVILLE;76400
65402;SAMURAN;65370
70403;PALANTE;70200
76303;GOMMERVILLE;76430
65415;SEGUS;65100
70406;PERCEY LE GRAND;70600
76304;GONFREVILLE CAILLOT;76110
65421;SERE LANSO;65100
70407;PERROUSE;70190
76327;GREUVILLE;76810
65422;SERON;65320
70412;PLAINEMONT;70800
76328;GRIGNEUSEVILLE;76850
65425;SIARROUY;65500
70414;PLANCHER LES MINES;70290
76330;GRUCHET ST SIMEON;76810
65440;TARBES;65000
70418;LA ROMAINE;70130
76331;GRUGNY;76690
65443;THUY;65350
70421;PORT SUR SAONE;70170
76338;LA HALLOTIERE;76780
65456;UGLAS;65300
70423;PREIGNEY;70120
76345;HAUSSEZ;76440
65457;UGNOUAS;65140
70429;PUSY ET EPENOUX;70000
76347;HAUTOT LE VATOIS;76190
66002;ALENYA;66200
70430;LA QUARTE;70120
76348;HAUTOT ST SULPICE;76190
66013;BAILLESTAVY;66320
70433;QUINCEY;70000
76351;LE HAVRE;76600
66017;LE BARCARES;66420
70443;LA GRANDE RESIE;70140
76354;HENOUVILLE;76840
66017;LE BARCARES;66420
70445;RIGNOVELLE;70200
76361;HEUQUEVILLE;76280
66018;LA BASTIDE;66110
70451;RONCHAMP;70250
66019;BELESTA;66720
70456;RUHANS;70190
66024;LE BOULOU;66160
70457;RUPT SUR SAONE;70360
66028;CABESTANY;66330
70461;ST BROING;70100
66029;CAIXAS;66300
70466;ST LOUP NANTOUARD;70100
66040;CASEFABRE;66130
70467;ST LOUP SUR SEMOUSE;70800
66044;CASTELNOU;66300
70468;ST MARCEL;70500
66046;CAUDIES DE FENOUILLEDES;66220
70478;SAULX;70240
66051;CLARA VILLERACH;66500
70479;SAUVIGNEY LES GRAY;70100
66052;CODALET;66500
70486;SEMMADON;70120
66059;CORNEILLA DEL VERCOL;66200
70487;SENARGENT MIGNAFANS;70110
66061;COUSTOUGES;66260
70491;SEVEUX MOTEY;70130
66070;ESPIRA DE CONFLENT;66320
70492;SOING CUBRY CHARENTENAY;70130
66072;ESTAVAR;66800
70502;TINCEY ET PONTREBEAU;70120
66075;EYNE;66800
70503;TRAITIEFONTAINE;70190
66089;JOCH;66320
70504;TRAVES;70360
66091;LAMANERE;66230
70514;VALAY;70140
66094;LATOUR BAS ELNE;66200
70521;VANTOUX ET LONGEVELLE;70700
66097;LESQUERDE;66220
70527;VAUX LE MONCELOT;70700
66098;LA LLAGONNE;66210
70528;VELESMES ECHEVANNE;70100
66104;LOS MASOS;66500
70544;LA VERGENNE;70200
66105;MATEMALE;66210
70548;VERNOIS SUR MANCE;70500
66106;MAUREILLAS LAS ILLAS;66480
70550;VESOUL;70000
66106;MAUREILLAS LAS ILLAS;66480
70559;VILLEPAROIS;70000
66109;MOLITG LES BAINS;66500
70565;VILLERS PATER;70190
66116;MONTFERRER;66150
70568;VILLERS VAUDEY;70120
66118;MONTNER;66720
70571;VISONCOURT;70300
66119;MOSSET;66500
71004;ALLERIOT;71380
66126;OMS;66400
71007;AMEUGNY;71460
66127;OPOUL PERILLOS;66600
71008;ANGLURE SOUS DUN;71170
66128;OREILLA;66360
71009;ANOST;71550
66129;ORTAFFA;66560
71013;AUTHUMES;71270
66132;PALAU DE CERDAGNE;66340
71016;AZE;71260
66141;PIA;66380
71017;BALLORE;71220
66143;PLANEZES;66720
71018;BANTANGES;71500
66146;PORTA;66760
66150;PRATS DE MOLLO LA PRESTE;66230
66153;PRUNET ET BELPUIG;66130
66160;REYNES;66400
66162;RIGARDA;66320
66174;ST FELIU D AVALL;66170
66190;SALSES LE CHATEAU;66600
66206;LE TECH;66230
66219;URBANYA;66500
66223;VILLEFRANCHE DE CONFLENT;66500
66227;VILLENEUVE DE LA RAHO;66180
66231;VINGRAU;66600
66232;VIRA;66220
67005;ALTECKENDORF;67270
67009;ALTWILLER;67260
67017;BAERENDORF;67320
67022;BASSEMBERG;67220
67030;BERGBIETEN;67310
67033;BERNOLSHEIM;67170
67034;BERSTETT;67370
67035;BERSTHEIM;67170
67038;BIETLENHEIM;67720
67043;BISCHHEIM;67800
67044;BISCHHOLTZ;67340
67045;BISCHOFFSHEIM;67870
67049;BLAESHEIM;67113
67051;BLIENSCHWILLER;67650
67073;CHATENOIS;67730
67094;DIEFFENTHAL;67650
67098;DINSHEIM SUR BRUCHE;67190
67101;DORLISHEIM;67120
67111;DURSTEL;67320
67120;EICHHOFFEN;67140
67122;WANGENBOURG ENGENTHAL;67710
67122;WANGENBOURG ENGENTHAL;67710
67132;ESCHBACH;67360
67136;EYWILLER;67320
67137;FEGERSHEIM;67640
67141;FORSTHEIM;67580
67155;GERTWILLER;67140
67156;GEUDERTHEIM;67170
67161;GOTTENHOUSE;67700
67167;GRENDELBRUCH;67190
67168;GRESSWILLER;67190
67169;GRIES;67240
67176;GUNDERSHOFFEN;67110
67177;GUNSTETT;67360
67196;HILSENHEIM;67600
67202;HOCHFELDEN;67270
67208;HOHENGOEFT;67310
67227;ITTERSWILLER;67140
67233;KERTZFELD;67230
67235;KESSELDORF;67930
67246;KOGENHEIM;67230
67253;KUTTOLSHEIM;67520
67254;KUTZENHAUSEN;67250
67255;LALAYE;67220
67258;LANDERSHEIM;67700
67263;LEMBACH;67510
76371;LES IFS;76630
67272;LOCHWILLER;67440
76372;ILLOIS;76390
67273;LOHR;67290
76382;LANQUETOT;76210
67281;MARCKOLSHEIM;67390
76385;LIMESY;76570
67282;MARLENHEIM;67520
76390;LES LOGES;76790
67283;MARMOUTIER;67440
76391;LA LONDE;76500
67286;MEISTRATZHEIM;67210
76398;LOUVETOT;76490
67289;MENCHHOFFEN;67340
76404;MANEGLISE;76133
67299;MOLLKIRCH;67190
76408;MANNEVILLE LA GOUPIL;76110
67310;MUSSIG;67600
76409;MANNEVILLETTE;76290
67311;MUTTERSHOLTZ;67600
76416;MATHONVILLE;76680
67313;MUTZIG;67190
76422;MELLEVILLE;76260
67315;NEEWILLER PRES LAUTERBOURG;67630
76426;MESANGUEVILLE;76780
67321;NEUVILLER LA ROCHE;67130
76429;LE MESNIL ESNARD;76240
67324;NIEDERBRONN LES BAINS;67110
76438;MILLEBOSC;76260
67328;NIEDERMODERN;67350
76442;MONCHY SUR EU;76260
67330;NIEDERROEDERN;67470
76461;NEUFBOSC;76680
67345;OBERHOFFEN SUR MODER;67240
76463;NEUF MARCHE;76220
67347;OBERMODERN ZUTZENDORF;67330
76467;NEVILLE;76460
67352;OBERSOULTZBACH;67330
76475;FRANQUEVILLE ST PIERRE;76520
67359;OHLUNGEN;67170
76478;NOTRE DAME DU PARC;76590
67372;VAL DE MODER;67350
76480;OCQUEVILLE;76450
67373;PFALZWEYER;67320
76490;OURVILLE EN CAUX;76450
67378;PLOBSHEIM;67115
76493;PALUEL;76450
67379;PREUSCHDORF;67250
76497;PETIT COURONNE;76650
67382;QUATZENHEIM;67117
76501;PIERREFIQUES;76280
67389;REICHSTETT;67116
76503;PISSY POVILLE;76360
67395;REUTENBOURG;67440
76513;QUEVILLON;76840
67397;RHINAU;67860
76517;QUINCAMPOIX;76230
67411;ROSHEIM;67560
76537;RONCHOIS;76390
67413;ROSTEIG;67290
76538;ROSAY;76680
67415;ROTHBACH;67340
76543;ROUVILLE;76210
67420;RUSS;67130
76545;ROUXMESNIL BOUTEILLES;76370
67430;ST PIERRE BOIS;67220
76546;ROYVILLE;76730
76547;LA RUE ST PIERRE;76690
76549;SAANE ST JUST;76730
76551;SAINNEVILLE;76430
76557;ST ARNOULT;76490
76558;ST AUBIN CELLOVILLE;76520
76559;ST AUBIN DE CRETOT;76190
76562;ST AUBIN LE CAUF;76510
76563;ST AUBIN ROUTOT;76430
76564;ST AUBIN SUR MER;76740
76567;STE BEUVE EN RIVIERE;76270
76568;ST CLAIR SUR LES MONTS;76190
76576;ST EUSTACHE LA FORET;76210
76577;STE FOY;76590
76583;ST GERMAIN SOUS CAILLY;76690
76586;ST GILLES DE LA NEUVILLE;76430
76588;ST HELLIER;76680
76589;ST HONORE;76590
76594;ST JEAN DU CARDONNAY;76150
76605;STE MARGUERITE SUR MER;76119
76609;STE MARIE AU BOSC;76280
71034;BISSEY SOUS CRUCHAUD;71390
76616;ST MARTIN DU MANOIR;76290
71039;BLANOT;71250
76617;ST MARTIN DU VIVIER;76160
71042;BONNAY;71460
76618;PETIT CAUX;76370
71057;BRAY;71250
76618;PETIT CAUX;76630
71060;BRIANT;71110
76618;PETIT CAUX;76630
71062;BRION;71190
76622;ST MAURICE D ETELAN;76330
71080;CHAMPAGNY SOUS UXELLES;71460
76636;ST PIERRE DE VARENGEVILLE;76480
71084;CHANES;71570
76679;SOMMESNIL;76560
71090;LA CHAPELLE DE GUINCHAY;71570
76680;SORQUAINVILLE;76540
71092;LA CHAPELLE NAUDE;71500
76684;TANCARVILLE;76430
71097;LA CHAPELLE THECLE;71470
76693;LE TILLEUL;76790
71098;CHARBONNAT;71320
76698;TORCY LE PETIT;76590
71100;CHARDONNAY;71700
76699;LE TORP MESNIL;76560
71102;LA CHARMEE;71100
76700;TOTES;76890
71103;CHARMOY;71710
76705;TOURVILLE LA RIVIERE;76410
71116;CHATENAY;71800
76726;VATTETOT SUR MER;76111
71125;CHERIZET;71250
76733;VENTES ST REMY;76680
71128;CHIDDES;71220
76734;VERGETOT;76280
71129;CHISSEY EN MORVAN;71540
76736;VEULETTES SUR MER;76450
71130;CHISSEY LES MACON;71460
76740;LA VIEUX RUE;76160
71131;CIEL;71350
76743;VILLERS ECALLES;76360
71135;CLESSE;71260
76751;YEBLERON;76640
71139;COLLONGE EN CHAROLLAIS;71460
76755;YPREVILLE BIVILLE;76540
71140;COLLONGE LA MADELEINE;71360
77001;ACHERES LA FORET;77760
71141;COLOMBIER EN BRIONNAIS;71800
77003;AMPONVILLE;77760
71155;CRONAT;71140
77004;ANDREZEL;77390
71157;CUISEAUX;71480
77012;AUGERS EN BRIE;77560
71174;DEZIZE LES MARANGES;71150
77014;AVON;77210
71176;DIGOIN;71160
77029;BEAUVOIR;77390
71181;DONZY LE PERTUIS;71250
77036;BOISDON;77970
71184;DRACY ST LOUP;71400
77042;BOISSY LE CHATEL;77169
71188;EPERTULLY;71360
77043;BOITRON;77750
71198;FLACEY EN BRESSE;71580
77048;BOURRON MARLOTTE;77780
71199;FLAGY;71250
77051;BRAY SUR SEINE;77480
71203;FONTENAY;71120
77054;LA BROSSE MONTCEAUX;77940
71214;GENOUILLY;71460
77055;BROU SUR CHANTEREINE;77177
71223;LA GRANDE VERRIERE;71990
77061;CANNES ECLUSE;77130
71233;L HOPITAL LE MERCIER;71600
77063;LA CELLE SUR MORIN;77515
71239;ISSY L EVEQUE;71760
77076;CHALMAISON;77650
71244;JOUVENCON;71290
77080;CHAMPCENEST;77560
71248;LACROST;71700
77082;CHAMPEAUX;77720
71252;LALHEUE;71240
77083;CHAMPS SUR MARNE;77420
71269;LUX;71100
77089;LA CHAPELLE RABLAIS;77370
71272;MALAY;71460
77091;LES CHAPELLES BOURBON;77610
71276;MARCILLY LA GUEURCE;71120
77093;LA CHAPELLE MOUTILS;77320
71277;MARCILLY LES BUXY;71390
77094;CHARMENTRAY;77410
71279;LE ROUSSET MARIZY;71220
77099;CHATEAU LANDON;77570
71285;MARTIGNY LE COMTE;71220
77103;CHATILLON LA BORDE;77820
71287;MASSILLY;71250
77104;CHATRES;77610
71291;MELAY;71340
77108;CHELLES;77500
71293;MENETREUIL;71470
77114;CHEVRY COSSIGNY;77173
71294;MERCUREY;71640
77116;CHOISY EN BRIE;77320
71297;MESVRES;71190
77123;COMPANS;77290
71301;MONT;71140
77124;CONCHES SUR GONDOIRE;77600
71303;MONTAGNY PRES LOUHANS;71500
77128;COUILLY PONT AUX DAMES;77860
71314;MONTJAY;71310
77146;CROISSY BEAUBOURG;77183
71319;MONTRET;71440
77146;CROISSY BEAUBOURG;77183
71322;MORLET;71360
77152;DAMMARIE LES LYS;77190
71323;MORNAY;71220
77153;DAMMARTIN EN GOELE;77230
71324;MOROGES;71390
77155;DAMPMART;77400
71326;MOUTHIER EN BRESSE;71270
